product_id,tn
20001,1264.5341640363401
20002,1200.6342364473514
20003,803.4046937761567
20004,548.5238343517095
20005,562.8444116071875
20006,395.20918991785675
20007,381.1716484155122
20008,320.911528262753
20009,507.0310214000589
20010,426.411627083033
20011,340.06730884817046
20012,268.68915078579624
20013,363.84915134210814
20014,366.37219829740985
20015,322.5894484401696
20016,280.18883699064827
20017,244.47715907460474
20018,232.58647794642508
20019,286.90279392561456
20020,265.6555745578156
20021,246.08239258602367
20022,236.31114162115938
20023,230.70183136138874
20024,215.50393660469803
20025,229.77027013120883
20026,245.9127771943665
20027,202.40979802034053
20028,169.1291312740059
20029,166.40942033089078
20030,117.14914046105889
20031,193.1153392081179
20032,590.3336600000001
20033,139.01148878170912
20035,157.37042761950252
20037,110.93260410588628
20038,152.70373670921342
20039,124.21071214761001
20041,137.95875478488284
20042,139.64564373083334
20043,120.28872432045806
20044,153.36010422940004
20045,137.29271574078726
20046,154.94928852531353
20047,151.5694824853184
20049,166.53343973995584
20050,119.92142316221081
20051,131.7501243896327
20052,97.38948120991132
20053,141.93647807668714
20054,128.52155129686162
20055,87.87881351097992
20056,90.55295423739014
20057,115.19159644521801
20058,121.47845445065694
20059,146.789412083673
20061,132.42499390592488
20062,93.06255219895483
20063,120.43533408511767
20065,112.22245668632597
20066,116.61594863757163
20067,106.236609721181
20068,110.67398550590515
20069,121.9706414019464
20070,102.96484154062429
20071,120.61706360131903
20072,81.17226799489575
20073,118.17733014839897
20074,96.89089390307787
20075,140.204157207279
20076,103.50099579504675
20077,88.86179160968716
20079,45.45891194438372
20080,68.23433830929407
20081,89.64720791902165
20082,68.88413930235002
20084,116.14528598307065
20085,194.61961552257318
20086,63.06237044108677
20087,78.89111126288938
20089,181.271395404137
20090,64.06627657937392
20091,104.66174720412967
20092,64.75646900808016
20093,76.79978711893742
20094,101.35435828809668
20095,72.16377679701726
20096,65.38910563062073
20097,61.089893825298944
20099,71.13796936860409
20100,48.0544063373545
20101,76.1777849659986
20102,31.56099935741928
20103,74.84657733103712
20106,74.42449449178264
20107,76.65974717947371
20108,58.385207030870774
20109,58.55555440644895
20111,79.01669219981197
20112,92.46664435238912
20114,63.884979479907074
20116,88.41173413150702
20117,41.96096690459702
20118,54.61409612278079
20119,68.10100886518299
20120,65.30428811488815
20121,81.06015875883361
20122,68.91820098418415
20123,66.85015345075858
20124,48.13673003863827
20125,64.81725323019423
20126,93.58386931710697
20127,208.43745
20129,66.98965886661723
20130,114.26713508810406
20132,58.012255198169164
20133,60.44062860935957
20134,64.03132327872464
20135,87.91653911511413
20137,47.862131906414184
20138,35.45031564298371
20139,62.286973522956146
20140,59.15285920619558
20142,58.43482616950472
20143,99.29317234279794
20144,53.727516523736305
20145,62.48702023748201
20146,38.89040899003872
20148,69.68853175279648
20150,100.63536523561844
20151,37.70590037514699
20152,38.64705912792277
20153,64.2457184377575
20155,56.42803033281296
20157,64.2308617295827
20158,58.28034180680802
20159,81.92870146717588
20160,47.01744296751468
20161,50.102976544163944
20162,48.82232604055979
20164,71.90361490269021
20166,44.40763114560712
20167,43.11065879263566
20168,20.796849168135395
20170,78.93985576924933
20174,114.8117585714285
20175,34.221538662156966
20176,36.75041979381435
20177,37.19311149408619
20179,38.73386116327887
20180,33.92695658940144
20181,37.29437426903246
20182,32.878203494818415
20183,22.414286064964863
20184,33.834328027243615
20187,32.44499032751171
20188,32.34123437058022
20189,35.014093633155404
20192,34.33017073097062
20193,33.95750528481585
20196,37.17979185298826
20197,30.005276576538524
20198,32.88069682509927
20200,30.203592829173914
20201,29.524886318016797
20202,25.76566943525571
20203,57.197096937659
20205,33.1197197752994
20206,25.46618330745759
20207,16.79202385606615
20208,26.997908289101257
20209,25.909780949458927
20210,82.17732000000004
20211,17.13696056949242
20212,28.428520783497817
20213,78.12020799999999
20215,26.543985627367867
20216,17.657481748411197
20218,34.22445262602894
20219,20.698630690668548
20220,22.10752831066986
20222,19.203746376539932
20224,30.49950675077057
20225,17.262546281306932
20226,19.450647890221223
20227,40.96078449269036
20228,11.552216764238555
20230,19.662438356753416
20231,19.125178547615228
20232,33.89859612180085
20233,34.265210818299146
20234,17.16547599276692
20235,36.824015296848195
20236,97.61604166666662
20237,39.604549104257835
20238,20.10742764187881
20239,20.007566948822493
20240,20.842341626545988
20241,18.800808016026338
