product_id,tn
20001,1164.4592057560624
20002,1150.3274918919683
20003,728.1113299293896
20004,559.2078672590478
20005,508.84876699188396
20006,464.30739609618
20007,406.462639748162
20008,426.42146326723434
20009,469.88577292605817
20010,432.9414140541678
20011,363.5944876273446
20012,279.8859586828963
20013,358.1734262628114
20014,334.49136942659305
20015,338.28079675173115
20016,271.19806299323153
20017,264.06379482756955
20018,262.91441071490925
20019,301.7409008104766
20020,253.63773449545505
20021,265.89959377002623
20022,263.54194093550086
20023,208.55850120171132
20024,193.88772970074626
20025,212.26251555475213
20026,254.1862277130446
20027,222.5168046840183
20028,251.52056368239462
20029,183.98022125509274
20030,113.69962215378817
20031,194.06201445893228
20032,555.6778160753089
20033,125.40286879153314
20035,172.56768427850153
20037,187.16178570346264
20038,169.6279438619655
20039,115.32876264953461
20041,136.1750311003585
20042,153.9204474447022
20043,139.23394297487079
20044,171.37740445705066
20045,143.9370958146527
20046,134.29661669205345
20047,174.17405453690523
20049,155.66849321970506
20050,131.21930535934936
20051,125.29702964591006
20052,89.2360568619704
20053,161.7598439193549
20054,133.18984874255776
20055,100.31515279299721
20056,85.1459315504879
20057,135.30974421597725
20058,109.7708689675915
20059,138.6046127678022
20061,123.1304202394792
20062,102.9783780790596
20063,115.48885131835428
20065,112.45319598580235
20066,127.64856277247628
20067,97.86398566977051
20068,103.7559964301073
20069,141.1665546909241
20070,112.67163579689448
20071,132.90047050482798
20072,96.28831531471235
20073,97.58032139617823
20074,82.86588705934304
20075,129.78346365497623
20076,99.5570648425347
20077,102.39451317875688
20079,68.45900583079055
20080,85.95681060330463
20081,83.20736266620082
20082,67.15714311614909
20084,117.56921280991675
20085,160.13203235515752
20086,66.06655650577436
20087,60.766013188677995
20089,186.60740928121663
20090,82.25623398784876
20091,105.86977193065685
20092,59.84411562591527
20093,78.50644695882337
20094,96.64750252909803
20095,52.61941390916654
20096,78.82531380709207
20097,65.94174861630569
20099,76.61759875434532
20100,56.15570958383931
20101,68.24684240723441
20102,35.05536261863273
20103,81.52799168982716
20106,62.69833810428785
20107,74.57965557697136
20108,60.82715210921175
20109,60.92760199099285
20111,79.41429080613585
20112,71.90453097168053
20114,55.38018946701537
20116,75.85045011401836
20117,52.35491744119885
20118,54.24601103988222
20119,45.74495575516993
20120,55.42299775339837
20121,71.32283137661855
20122,68.09142928776602
20123,54.68831437271243
20124,48.28574037677789
20125,55.65218478695636
20126,108.41625548811567
20127,219.0713120537578
20129,54.11253247668217
20130,111.55122718774825
20132,53.94979490347408
20133,60.59684159146996
20134,59.019126921837675
20135,59.78913795337528
20137,48.65531902433625
20138,44.5017638008454
20139,55.59312845948999
20140,51.413306600573996
20142,58.88056148086282
20143,104.89912124896694
20144,57.302299517568095
20145,53.88252766417128
20146,43.46246507188404
20148,66.90730270108288
20150,108.33486653954301
20151,38.5744773677999
20152,58.98644399792137
20153,54.51038914064596
20155,49.78605344113486
20157,57.41570057901593
20158,39.852412640160864
20159,78.9515181064759
20160,49.466604890688636
20161,56.836076704441524
20162,33.39090722130986
20164,62.114651105215145
20166,51.21651169765697
20167,40.354237026229995
20168,26.482476522859926
20170,76.58977524105222
20174,113.36212224962334
20175,37.90652010458464
20176,36.38904253043643
20177,35.988542004277974
20179,20.741960822605222
20180,33.62953726393715
20181,36.19907884225221
20182,38.58437208547039
20183,22.151669456128825
20184,33.96380709552213
20187,35.97945939366944
20188,30.758643064923714
20189,37.85818336335726
20192,45.66675720903085
20193,35.77146089553412
20196,29.635576398364023
20197,30.22017571052622
20198,36.00860355865751
20200,33.0698200054606
20201,25.581180179996565
20202,28.765172198501336
20203,53.76920426225362
20205,35.40035584265898
20206,28.081341524938537
20207,20.111550671811237
20208,28.324679532763792
20209,24.630763645339947
20210,82.33544313169082
20211,27.920566013072886
20212,29.80658419065354
20213,75.48512204703141
20215,27.481189812708514
20216,26.74489904941327
20218,27.97950548669754
20219,25.725893971092923
20220,24.150763885600668
20222,21.339111246663194
20224,25.499835435133186
20225,19.414006428023313
20226,23.692409546878775
20227,33.76336850818956
20228,18.219228279863223
20230,21.10958797253317
20231,19.603044523930713
20232,25.278646524663845
20233,32.386038305503526
20234,20.478974783636904
20235,36.07462253431987
20236,88.30194587855199
20237,44.251287464241074
20238,19.15618728671248
20239,22.424158046340835
20240,20.10127849373834
20241,21.0216397268184
20242,15.195447023322266
20244,15.147925101525674
20246,18.7178462609224
20249,23.51409813278726
20251,24.060715276227583
20252,21.822017959289205
20253,20.60200845937479
20254,22.21354003558235
20255,18.84494853818708
20256,16.851590644946704
20257,57.10175320556671
20259,22.913111704180775
20261,67.31372382649914
20262,24.195872092036325
20263,19.501484700475213
20264,17.78831704046278
20265,18.762244900720344
20266,19.76278790085891
20267,19.330521921326785
20268,14.947360780325374
20269,14.603163266504179
20270,26.24082255543637
20271,20.346744628987643
20272,17.180156865022575
20273,16.78712850234023
20275,20.014037816176756
20276,18.63995334995255
20277,18.04700043734526
20278,22.01208859662058
20280,13.992913519926894
20281,16.07288970852783
20282,16.30717585220106
20283,14.85243866704162
20284,16.626234386668592
20285,21.11146920886659
20286,48.17282647166872
20288,12.613813022409
20289,15.089668267100869
